x,y,z
0.5088534355163574,0.5119166970252991,0.9510000348091125
0.509076714515686,0.507026731967926,0.9610000252723694
0.5050374269485474,0.5003392100334167,0.9730000495910645
0.49405989050865173,0.49452996253967285,0.9770000576972961
0.46928906440734863,0.4750900864601135,1.0140000581741333
0.4619849920272827,0.4733194410800934,1.027999997138977
0.45473629236221313,0.47176629304885864,1.0430001020431519
0.4438319206237793,0.46950334310531616,1.0570000410079956
0.4320550560951233,0.46369948983192444,1.0700000524520874
0.4185037612915039,0.45928123593330383,1.0870000123977661
0.40248772501945496,0.4524320960044861,1.099000096321106
0.38674396276474,0.4491080045700073,1.1130000352859497
0.3681318461894989,0.4463275671005249,1.1290000677108765
0.34940582513809204,0.43484240770339966,1.1470000743865967
0.33331337571144104,0.42847761511802673,1.15500009059906
0.32259854674339294,0.41819316148757935,1.1610000133514404
0.31069546937942505,0.4063906967639923,1.1630001068115234
0.3057785928249359,0.4018530249595642,1.1680001020431519
0.29841673374176025,0.39197519421577454,1.1759999990463257
0.294080525636673,0.381952702999115,1.184000015258789
0.2882046103477478,0.3698965907096863,1.186000108718872
0.2658784091472626,0.3261496424674988,1.2000000476837158
0.2581952214241028,0.3156813085079193,1.2090001106262207
0.25217404961586,0.3097330629825592,1.2110000848770142
0.25217404961586,0.3097330629825592,1.2110000848770142
0.24855349957942963,0.30920782685279846,1.2090001106262207
0.24455147981643677,0.31137609481811523,1.2050000429153442
0.24055743217468262,0.3103291392326355,1.2010000944137573
0.23995652794837952,0.30955395102500916,1.1980000734329224
0.23620276153087616,0.3119441270828247,1.1950000524520874
0.23522759974002838,0.31380465626716614,1.190000057220459
0.2356361746788025,0.31750357151031494,1.1920000314712524
0.23583386838436127,0.31776994466781616,1.193000078201294
0.23247802257537842,0.3174903690814972,1.1920000314712524
0.23247802257537842,0.3174903690814972,1.1920000314712524
0.22969205677509308,0.31483328342437744,1.194000005722046
0.23006393015384674,0.31217917799949646,1.196000099182129
0.22727565467357635,0.312688410282135,1.1980000734329224
0.22838856279850006,0.3078506290912628,1.2040001153945923
0.22558699548244476,0.311556339263916,1.2060000896453857
0.2265097051858902,0.30962783098220825,1.2110000848770142
0.22329102456569672,0.30639585852622986,1.2110000848770142
0.22099389135837555,0.3076486885547638,1.2160000801086426
0.2177632600069046,0.30440446734428406,1.2160000801086426
0.21454507112503052,0.30439260601997375,1.2160000801086426
0.21523907780647278,0.3021516799926758,1.2200000286102295
0.20878297090530396,0.3021286427974701,1.2200000286102295
0.20571273565292358,0.2991209030151367,1.221000075340271
0.2062070667743683,0.29660436511039734,1.224000096321106
0.1998956948518753,0.2968248128890991,1.225000023841858
0.19713790714740753,0.2975410521030426,1.2280000448226929
0.19404882192611694,0.2977728247642517,1.2290000915527344
0.1907995194196701,0.2977624833583832,1.2290000915527344
0.18770311772823334,0.29799458384513855,1.2300000190734863
0.17838415503501892,0.2986917793750763,1.2330000400543213
0.1720072478055954,0.29891523718833923,1.2340000867843628
0.1657639443874359,0.3026639521121979,1.2360000610351562
0.15950001776218414,0.30642426013946533,1.2380000352859497
0.15283642709255219,0.3061598241329193,1.2370001077651978
0.14690198004245758,0.31068018078804016,1.2420001029968262
0.14022944867610931,0.3104144334793091,1.2410000562667847
0.13039982318878174,0.3103925883769989,1.2410000562667847
0.12385446578264236,0.3136756122112274,1.2410000562667847
0.11729670315980911,0.310366153717041,1.2410000562667847
0.11065710335969925,0.3101040720939636,1.2400000095367432
0.1010035052895546,0.3105878233909607,1.2420001029968262
0.09429748356342316,0.3100776672363281,1.2400000095367432
0.08434732258319855,0.3095642030239105,1.2380000352859497
0.0778159350156784,0.30955633521080017,1.2380000352859497
0.06464993953704834,0.3090430796146393,1.2360000610351562
0.05487070232629776,0.30903539061546326,1.2360000610351562
0.04494618996977806,0.3080294728279114,1.2320001125335693
0.03835487365722656,0.3072766065597534,1.2290000915527344
0.028515858575701714,0.3060239255428314,1.224000096321106
0.018786786124110222,0.3085160553455353,1.221000075340271
0.012326746247708797,0.3080112934112549,1.2190001010894775
0.002673907671123743,0.30700305104255676,1.215000033378601
-0.006904541049152613,0.3054914176464081,1.2090001106262207
-0.01643184758722782,0.3079433739185333,1.2060000896453857
-0.02591055817902088,0.3071855306625366,1.2030000686645508
-0.03522483631968498,0.30540817975997925,1.196000099182129
-0.04457881674170494,0.30465400218963623,1.193000078201294
-0.05384121835231781,0.3036462366580963,1.1890000104904175
-0.06288757175207138,0.30501511693000793,1.1820000410079956
-0.0719480812549591,0.3068707585334778,1.1770000457763672
-0.08071836829185486,0.3048041760921478,1.1690000295639038
-0.08960200846195221,0.30661624670028687,1.1640000343322754
-0.10147999227046967,0.31149497628211975,1.159000039100647
-0.11831764131784439,0.3105596601963043,1.1440000534057617
-0.12617763876914978,0.31061744689941406,1.1330000162124634
-0.13410529494285583,0.3111725151538849,1.124000072479248
-0.14238078892230988,0.3068413734436035,1.1190000772476196
-0.15031982958316803,0.30495527386665344,1.1120001077651978
-0.1578643023967743,0.3025217354297638,1.1030000448226929
-0.16497895121574402,0.3024483323097229,1.0920000076293945
-0.1723998636007309,0.3031572103500366,1.0840001106262207
-0.1768447905778885,0.3038121163845062,1.0760000944137573
-0.180188849568367,0.3027152121067047,1.062000036239624
-0.18689090013504028,0.30551353096961975,1.0520000457763672
-0.18789319694042206,0.3054015040397644,1.0420000553131104
-0.19065405428409576,0.3037717938423157,1.027000069618225
-0.19363930821418762,0.3026597201824188,1.0140000581741333
-0.19666998088359833,0.2991064488887787,1.002000093460083
-0.19960393011569977,0.3008367419242859,0.9900000691413879
-0.20156972110271454,0.29860377311706543,0.9740000367164612
-0.2022872418165207,0.2984357476234436,0.9650000333786011
-0.20399485528469086,0.2960512042045593,0.9490000605583191
-0.20643004775047302,0.2973432242870331,0.937000036239624
-0.2062625288963318,0.2960216701030731,0.9250000715255737
-0.20625707507133484,0.2949589490890503,0.9140000343322754
-0.20575174689292908,0.29559561610221863,0.9010000228881836
-0.20517735183238983,0.2960946559906006,0.8880000710487366
-0.20430007576942444,0.2961171865463257,0.8740000128746033
-0.20129112899303436,0.2963203489780426,0.8610000610351562
-0.20124997198581696,0.2974492013454437,0.8510000109672546
-0.19892969727516174,0.30070972442626953,0.8410000205039978
-0.19832997024059296,0.3008749783039093,0.8290000557899475
-0.19619151949882507,0.299805611371994,0.8200000524520874
-0.19312477111816406,0.3015410900115967,0.8070000410079956
-0.19361136853694916,0.3032296895980835,0.800000011920929
-0.19096359610557556,0.3011761009693146,0.7890000343322754
-0.190649151802063,0.3015521466732025,0.7790000438690186
-0.18823011219501495,0.30180758237838745,0.7690000534057617
-0.18579639494419098,0.2999197244644165,0.7590000629425049
-0.18360711634159088,0.29837629199028015,0.7500000596046448
-0.1811726838350296,0.2963842451572418,0.7400000095367432
-0.17798809707164764,0.2943681478500366,0.7350000143051147
-0.17582197487354279,0.2927126884460449,0.7260000109672546
-0.17462432384490967,0.2926326096057892,0.7210000157356262
-0.17054550349712372,0.28896674513816833,0.7120000123977661
-0.16748805344104767,0.29072195291519165,0.7070000171661377
-0.1635071188211441,0.2888833284378052,0.6980000138282776
-0.15865252912044525,0.28865084052085876,0.6930000185966492
-0.1529691070318222,0.2885536551475525,0.6840000152587891
-0.1484728455543518,0.29049763083457947,0.6800000071525574
-0.14275218546390533,0.2916063666343689,0.6700000166893005
-0.1363813877105713,0.29118505120277405,0.6650000214576721
-0.12970787286758423,0.29162725806236267,0.6580000519752502
-0.12276792526245117,0.29109954833984375,0.6490000486373901
-0.11724002659320831,0.2936547100543976,0.6470000147819519
